time="2020-05-26T13:49:19-04:00" level=info msg="Starting to link FHIR endpoints to npi organizations"
Resulting Token Counts:
Name: INC       Value: 6330
Name: METUCHEN       Value: 1
Name: SSCK       Value: 1
Name: PENNSBORO       Value: 1
Name: GAB       Value: 1
Name: SOUTHFORK       Value: 1
Name: FOUNDERS       Value: 1
Name: LANZILOTE       Value: 1
Name: LUSK       Value: 1
Name: GALLERY       Value: 1
Name: PRIMEX       Value: 1
Name: HARRELS       Value: 1
Name: GASTROENTEROLGY       Value: 1
Name: LEASING       Value: 1
Name: RUSTAD       Value: 1
Name: ORMAN       Value: 1
Name: RETIERMENT       Value: 1
Name: ESKENAZI       Value: 1
Name: VISITORS       Value: 1
Name: MCKEESPORT       Value: 1
Name: MARANO       Value: 1
Name: AKRA       Value: 1
Name: FOLGUERAS       Value: 1
Name: SILVERMAN       Value: 1
Name: AVENAL       Value: 1
Name: OGEECHEE       Value: 1
Name: ADLIB       Value: 1
Name: CHULIO       Value: 1
Name: CHARLTON       Value: 1
Name: MK       Value: 1
Name: RER       Value: 1
Name: STEPHENVILLE       Value: 1
Name: LUFKIN       Value: 1
Name: WILLIMANTIC       Value: 1
Name: EVELYN       Value: 1
Name: ALTHEAS       Value: 1
Name: REBABILITATION       Value: 1
Name: LIANJIE       Value: 1
Name: KINGSPORT       Value: 1
Name: GILFORT       Value: 1
Name: EXCHANGE       Value: 1
Name: COST       Value: 1
Name: CANOWA       Value: 1
Name: CROUSE       Value: 1
Name: VALI       Value: 1
Name: LONGS       Value: 1
Name: GLENWAY       Value: 1
Name: INCLUDED       Value: 1
Name: GRAINGER       Value: 1
Name: THERASYS       Value: 1
Name: ANGLEMYER       Value: 1
Name: CAREMEDINC       Value: 1
Name: THERAGROUP       Value: 1
Name: PLOTT       Value: 1
Name: RYO       Value: 1
Name: INVERNESS       Value: 1
Name: TIDEWELL       Value: 1
Name: FEUERMAN       Value: 1
Name: ALTERNAMED       Value: 1
Name: MOVIMIENTO       Value: 1
Name: ANDORRA       Value: 1
Name: GUAT       Value: 1
Name: KEL       Value: 1
Name: SUSONG       Value: 1
Name: ALCHOL       Value: 1
Name: HOLLANDALE       Value: 1
Name: COMMISSIONER       Value: 1
Name: FRENCHTOWN       Value: 1
Name: COCONUT       Value: 1
Name: MUIR       Value: 1
Name: MEDGROUP       Value: 1
Name: TREADWELL       Value: 1
Name: KATERI       Value: 1
Name: CHEYNE       Value: 1
Name: HEIDI       Value: 1
Name: IMANI       Value: 1
Name: THERATECH       Value: 1
Name: GATEX       Value: 1
Name: FACTORY       Value: 1
Name: AVIATION       Value: 1
Name: TEED       Value: 1
Name: SOWINSKI       Value: 1
Name: BHORADE       Value: 1
Name: GASTROCSP       Value: 1
Name: YOZSA       Value: 1
Name: UHSAMBULATORYCENTRAL       Value: 1
Name: MANDARIN       Value: 1
Name: CRAMERTON       Value: 1
Name: SWS       Value: 1
Name: CVIP       Value: 1
Name: LHO2003       Value: 1
Name: TRANSFLORIDA       Value: 1
Name: PURCELL       Value: 1
Name: UMPHREY       Value: 1
Name: KINGSWAY       Value: 1
Name: PEACHSTATE       Value: 1
Name: DEPENDENTS       Value: 1
Name: MORRISSEY       Value: 1
Name: OLLE       Value: 1
Name: TAMARACK       Value: 1
Name: AKHTAMAR       Value: 1
Name: OBERLIN       Value: 1
Name: 105       Value: 1
Name: LYMPHATIC       Value: 1
Name: WHEELER       Value: 1
Name: 18       Value: 1
Name: RDI       Value: 1
Name: OELWEIN       Value: 1
Name: MERRICK       Value: 1
Name: NIALL       Value: 1
Name: CENTERBURG       Value: 1
Name: WHITEHALL       Value: 1
Name: LENZEN       Value: 1
Name: ADN       Value: 1
Name: JAYSON       Value: 1
Name: ALK       Value: 1
Name: SUNNYVALE       Value: 1
Name: LIGGETT       Value: 1
Name: DUNELLEN       Value: 1
Name: BURGDORF       Value: 1
Name: MUSCULAR       Value: 1
Name: KOONCE       Value: 1
Name: SONLIFE       Value: 1
Name: STE       Value: 1
Name: FSW       Value: 1
Name: SADDLEBACK       Value: 1
Name: JOVID       Value: 1
Name: COALGATE       Value: 1
Name: CHM       Value: 1
Name: PACIFICA       Value: 1
Name: SWOPE       Value: 1
Name: WAYS       Value: 1
Name: XINIM       Value: 1
Name: LEAVES       Value: 1
Name: TEASLEY       Value: 1
Name: FINLAY       Value: 1
Name: 97TH       Value: 1
Name: STAATS       Value: 1
Name: KINKORA       Value: 1
Name: LINGAM       Value: 1
Name: RELATED       Value: 1
Name: PARKS       Value: 1
Name: HYGIEIA       Value: 1
Name: OREILLE       Value: 1
Name: CLARKE       Value: 1
Name: RESPITE       Value: 1
Name: KIRT       Value: 1
Name: PALOMBARO       Value: 1
Name: ABSOLUTE       Value: 1
Name: CUSTODIAL       Value: 1
Name: BENEDICT       Value: 1
Name: BLAKEY       Value: 1
Name: MULTIMED       Value: 1
Name: CARMAN       Value: 1
Name: CHIANG       Value: 1
Name: BAHAVIORAL       Value: 1
Name: PHYSICIANSPC       Value: 1
Name: THRIFTY       Value: 1
Name: EMEDICAL       Value: 1
Name: PRESCHOOL       Value: 1
Name: EMPOWER       Value: 1
Name: ANTHENS       Value: 1
Name: CHUANG       Value: 1
Name: CAREPC       Value: 1
Name: KENTUCKIANA       Value: 1
Name: AC       Value: 1
Name: TRUCKEE       Value: 1
Name: SUPERSTITION       Value: 1
Name: SEDAN       Value: 1
Name: PHAMACY       Value: 1
Name: TPMD       Value: 1
Name: WVL       Value: 1
Name: STARFIRE       Value: 1
Name: LEOLA       Value: 1
Name: SHEPARD       Value: 1
Name: EAGLEMED       Value: 1
Name: ENTERPRIZES       Value: 1
Name: MCPARK       Value: 1
Name: ORTHOSCRIPT       Value: 1
Name: TILTONSVILLE       Value: 1
Name: ZOOKA       Value: 1
Name: BOUNDARY       Value: 1
Name: RAPHAEL       Value: 1
Name: GARTEN       Value: 1
Name: METROPOLITANO       Value: 1
Name: HANDI       Value: 1
Name: STAFF       Value: 1
Name: SNEEDVILLE       Value: 1
Name: ABDELKARIM       Value: 1
Name: HAMDARD       Value: 1
Name: PULLMAN       Value: 1
Name: INGRAHAM       Value: 1
Name: SENDZISCHEW       Value: 1
Name: MORENO       Value: 1
Name: 19301       Value: 1
Name: HEMODIALYSISINC       Value: 1
Name: VALIR       Value: 1
Name: SCHUETZ       Value: 1
Name: DEENEY       Value: 1
Name: BASH       Value: 1
Name: BURNT       Value: 1
Name: LASERS       Value: 1
Name: ELJ       Value: 1
Name: MONTAGE       Value: 1
Name: WYCKOFF       Value: 1
Name: LEROY       Value: 1
Name: AGATENO       Value: 1
Name: ORTHOSPORT       Value: 1
Name: OLNEYVILLE       Value: 1
Name: COOPERSTOWN       Value: 1
Name: AEYOUNG       Value: 1
Name: FIRERESCUE       Value: 1
Name: TURNSTONE       Value: 1
Name: DICKERSON       Value: 1
Name: DRAWBAUGH       Value: 1
Name: MSUKCMS       Value: 1
Name: PRUST       Value: 1
Name: FERRARO       Value: 1
Name: HUTCHISON       Value: 1
Name: KRONE       Value: 1
Name: BODYWORKS       Value: 1
Name: SERRINA       Value: 1
Name: MEDCENTRAL       Value: 1
Name: TALLACHATCHIE       Value: 1
Name: ROSEN       Value: 1
Name: FIVEPOINTVILLE       Value: 1
Name: 22       Value: 1
Name: RAHEB       Value: 1
Name: LIFECARE       Value: 1
Name: DORSET       Value: 1
Name: BIRTHING       Value: 1
Name: BELKYS       Value: 1
Name: BIOPRODUCTS       Value: 1
Name: MAHER       Value: 1
Name: PRYSTOWSKY       Value: 1
Name: MATURE       Value: 1
Name: NOTRE       Value: 1
Name: REVERENCE       Value: 1
Name: BIOPATH       Value: 1
Name: KUEHNL       Value: 1
Name: OREGONCALIFORNIA       Value: 1
Name: NCED       Value: 1
Name: ELANT       Value: 1
Name: HANKINS       Value: 1
Name: SEDALIA       Value: 1
Name: CAIN       Value: 1
Name: CPA       Value: 1
Name: SHOOK       Value: 1
Name: RETINAL       Value: 1
Name: JRSP       Value: 1
Name: TECHNICARE       Value: 1
Name: CPSR       Value: 1
Name: SERVE       Value: 1
Name: REHABILATION       Value: 1
Name: ATKINSON       Value: 1
Name: UDH       Value: 1
Name: RUTLEDGE       Value: 1
Name: CHINTANADILOK       Value: 1
Name: NAPER       Value: 1
Name: WWWPHYSICIANMEDICALCOM       Value: 1
Name: PRAIRIELAND       Value: 1
Name: MODY       Value: 1
Name: CENTREX       Value: 1
Name: FORRESTER       Value: 1
Name: NATURE       Value: 1
Name: 162       Value: 1
Name: JUVENILE       Value: 1
Name: EMBRACING       Value: 1
Name: SMOKER       Value: 1
Name: MIFFLIN       Value: 1
Name: METROSOUTH       Value: 1
Name: RESTORA       Value: 1
Name: CATAWBA       Value: 1
Name: PHARMACIA       Value: 1
Name: ARMANDO       Value: 1
Name: HARVARD       Value: 1
Name: BYUN       Value: 1
Name: RODRIQUEZ       Value: 1
Name: MARKET       Value: 1
Name: TERRA       Value: 1
Name: CADA       Value: 1
Name: GCOLOMBO       Value: 1
Name: LOUDEN       Value: 1
Name: PTAB       Value: 1
Name: CAMPESINOS       Value: 1
Name: SELAH       Value: 1
Name: LUBLINER       Value: 1
Name: SYNERGY       Value: 1
Name: CBLPATH       Value: 1
Name: CAVE       Value: 1
Name: KRISKO       Value: 1
Name: LIFETIME       Value: 1
Name: EMBASSY       Value: 1
Name: ROZY       Value: 1
Name: MOODY       Value: 1
Name: DATKO       Value: 1
Name: DECATURDECATUR       Value: 1
Name: ADVANTAGECARE       Value: 1
Name: NORTHMAIN       Value: 1
Name: TERAPEUTICO       Value: 1
Name: ARCHIES       Value: 1
Name: GEN       Value: 1
Name: FULFILLMENT       Value: 1
Name: LEKI       Value: 1
Name: MELROSEWAKEFIELD       Value: 1
Name: JUANA       Value: 1
Name: BRADEN       Value: 1
Name: WOLFTEVER       Value: 1
Name: BRIDGEWATER       Value: 1
Name: GCC       Value: 1
Name: KALEIDA       Value: 1
Name: BOURNEWOOD       Value: 1
Name: DJLW       Value: 1
Name: ASSOCIATESMD       Value: 1
Name: AMC       Value: 1
Name: E3       Value: 1
Name: FEET       Value: 1
Name: KINSMAN       Value: 1
Name: AXTELL       Value: 1
Name: ALTSCHULER       Value: 1
Name: CITYWIDE       Value: 1
Name: MEND       Value: 1
Name: BERKSHIRES       Value: 1
Name: TANII       Value: 1
Name: ROCKBMC       Value: 1
Name: RODRIGO       Value: 1
Name: BRYCE       Value: 1
Name: CHARASIKA       Value: 1
Name: BM       Value: 1
Name: PILON       Value: 1
Name: GEO       Value: 1
Name: WIRT       Value: 1
Name: CATHERINES       Value: 1
Name: IRMA       Value: 1
Name: AHMAD       Value: 1
Name: CPT       Value: 1
Name: SUNNYCREST       Value: 1
Name: TRAM       Value: 1
Name: PENOBSCOT       Value: 1
Name: PAM       Value: 1
Name: LACEY       Value: 1
Name: MCCORMICK       Value: 1
Name: GROTHMAN       Value: 1
Name: PROSS       Value: 1
Name: RESPONSELINK       Value: 1
Name: COHN       Value: 1
Name: HOVANDER       Value: 1
Name: DUBUK       Value: 1
Name: ANDES       Value: 1
Name: MESZAROS       Value: 1
Name: SHILOH       Value: 1
Name: CHAFFEY       Value: 1
Name: PHYSIOTECH       Value: 1
Name: BALLANTYNE       Value: 1
Name: CARMICHAEL       Value: 1
Name: MARILLAC       Value: 1
Name: IL       Value: 1
Name: MANIAR       Value: 1
Name: SIGAFOOS       Value: 1
Name: ADAMSON       Value: 1
Name: BILLANO       Value: 1
Name: VNSW       Value: 1
Name: BUDGET       Value: 1
Name: JOSEPHINE       Value: 1
Name: ADMINISOURCE       Value: 1
Name: THERPY       Value: 1
Name: SRINIVASAN       Value: 1
Name: SELF       Value: 1
Name: MANDERLEY       Value: 1
Name: SPIROCARE       Value: 1
Name: LOESCH       Value: 1
Name: TOWNCREEK       Value: 1
Name: STIPEK       Value: 1
Name: TRANSGLOBAL       Value: 1
Name: CNY       Value: 1
Name: QUALCARE       Value: 1
Name: INNS       Value: 1
Name: BKLYN       Value: 1
Name: LAKEVILLE       Value: 1
Name: SPECS       Value: 1
Name: PALMS       Value: 1
Name: ARBUCKLE       Value: 1
Name: WEEMS       Value: 1
Name: BARR       Value: 1
Name: WILDERNESS       Value: 1
Name: COLINAS       Value: 1
Name: COMPANIONPLUS       Value: 1
Name: NIEVA       Value: 1
Name: SOLVANG       Value: 1
Name: NPA       Value: 1
Name: COLLINGSWORTH       Value: 1
Name: MOHAN       Value: 1
Name: DEEPAK       Value: 1
Name: MP       Value: 1
Name: LABORDE       Value: 1
Name: COLLIN       Value: 1
Name: ROENTGEN       Value: 1
Name: ECP       Value: 1
Name: POBRE       Value: 1
Name: TURNARE       Value: 1
Name: LIFEFLIGHT       Value: 1
Name: RAVENNA       Value: 1
Name: AKUMIN       Value: 1
Name: MOBLIE       Value: 1
Name: MALLATTS       Value: 1
Name: WAELDER       Value: 1
Name: JANET       Value: 1
Name: ARCHER       Value: 1
Name: SUNLAND       Value: 1
Name: MCGINN       Value: 1
Name: KESTER       Value: 1
Name: DANSVILLE       Value: 1
Name: SATKARTAR       Value: 1
Name: KUTZTOWN       Value: 1
Name: TNL       Value: 1
Name: WEISS       Value: 1
Name: SEEDS       Value: 1
Name: KINZY       Value: 1
Name: JRJS       Value: 1
Name: FUTRELL       Value: 1
Name: BETTENDORF       Value: 1
Name: GUAYAMA       Value: 1
Name: TUSCARORA       Value: 1
Name: HINSDALE       Value: 1
Name: MEETA       Value: 1
Name: FARLEYS       Value: 1
Name: ANESTHESIOLOGIST       Value: 1
Name: NT       Value: 1
Name: NEUROMUSCULAR       Value: 1
Name: IGLESIAS       Value: 1
Name: GRZYWACZ       Value: 1
Name: HARDEN       Value: 1
Name: CHAPARRAL       Value: 1
Name: HAVOVER       Value: 1
Name: PICASCIA       Value: 1
Name: HATFIELD       Value: 1
Name: CAICCO       Value: 1
Name: 140       Value: 1
Name: PANDE       Value: 1
Name: DOWELL       Value: 1
Name: WATCH       Value: 1
Name: EMMETT       Value: 1
Name: MAINSTREAM       Value: 1
Name: KOKOMO       Value: 1
Name: PALJR       Value: 1
Name: RAYMONDVILLE       Value: 1
Name: PREVENTATIVE       Value: 1
Name: ACCUPATH       Value: 1
Name: BABAALI       Value: 1
Name: MODIFIED       Value: 1
Name: GLENMONT       Value: 1
Name: INHEALTH       Value: 1
Name: ALAVI       Value: 1
Name: MARSCARE       Value: 1
Name: MCRAY       Value: 1
Name: BIRDSBORO       Value: 1
Name: KAHUKU       Value: 1
Name: ROYALTY       Value: 1
Name: CHAMPLAIN       Value: 1
Name: DW       Value: 1
Name: ZWICK       Value: 1
Name: POM       Value: 1
Name: ALIMENTATION       Value: 1
Name: HIS       Value: 1
Name: STATESBORO       Value: 1
Name: FRANKE       Value: 1
Name: BENNION       Value: 1
Name: WOOLLEY       Value: 1
Name: CONVALCARE       Value: 1
Name: TRIA       Value: 1
Name: UCF       Value: 1
Name: BALLAD       Value: 1
Name: INTERAMERICAN       Value: 1
Name: TNF       Value: 1
Name: TOSA       Value: 1
Name: GLENBRIDGE       Value: 1
Name: PASSAGES       Value: 1
Name: CHLOE       Value: 1
Name: HEALTHQUEST       Value: 1
Name: DUNEDIN       Value: 1
Name: HLN2       Value: 1
Name: RADY       Value: 1
Name: MELINDA       Value: 1
Name: ELEBOVITS       Value: 1
Name: TILAK       Value: 1
Name: MAUBAN       Value: 1
Name: FASTEX       Value: 1
Name: KM       Value: 1
Name: RRC       Value: 1
Name: AALURI       Value: 1
Name: TOWANDA       Value: 1
Name: KUMBALEK       Value: 1
Name: RENTA       Value: 1
Name: BURKS       Value: 1
Name: GELLEN       Value: 1
Name: EZER       Value: 1
Name: BILLIE       Value: 1
Name: SCREVEN       Value: 1
Name: ANKROM       Value: 1
Name: STPARIS       Value: 1
Name: ECTOR       Value: 1
Name: DUZ       Value: 1
Name: BREED       Value: 1
Name: PCHC       Value: 1
Name: 57       Value: 1
Name: SIDNEY       Value: 1
Name: ANKENY       Value: 1
Name: CROSSING       Value: 1
Name: ABERCROMBIE       Value: 1
Name: SHUMET       Value: 1
Name: RABE       Value: 1
Name: SRV       Value: 1
Name: GCMC       Value: 1
Name: PERRI       Value: 1
Name: ARCHANGEL       Value: 1
Name: 600       Value: 1
Name: HONORHEALTH       Value: 1
Name: RAUCH       Value: 1
Name: SMMC       Value: 1
Name: DEERCREEK       Value: 1
Name: KOU       Value: 1
Name: MONROVIA       Value: 1
Name: ENDODONTICS       Value: 1
Name: CASITA       Value: 1
Name: HUNTING       Value: 1
Name: OLEXY       Value: 1
Name: HERITAGESPRING       Value: 1
Name: HMH       Value: 1
Name: SYNOVATION       Value: 1
Name: DISPENSARY       Value: 1
Name: RAPEPORT       Value: 1
Name: HEALTHCLINIC       Value: 1
Name: PHYSICS       Value: 1
Name: PAHNKE       Value: 1
Name: LEEWARD       Value: 1
Name: KORNER       Value: 1
Name: COUSINEAU       Value: 1
Name: RADTKE       Value: 1
Name: KLASS       Value: 1
Name: PLANNERS       Value: 1
Name: PALATINE       Value: 1
Name: ARAPAHOE       Value: 1
Name: SOSAR       Value: 1
Name: 501       Value: 1
Name: PIERO       Value: 1
Name: BELEW       Value: 1
Name: HUGHES       Value: 1
Name: SAC       Value: 1
Name: SCARC       Value: 1
Name: LAVA       Value: 1
Name: DUNG       Value: 1
Name: JOPLIN       Value: 1
Name: BIEBER       Value: 1
Name: DELOUGHERY       Value: 1
Name: HEALTHSERVICES       Value: 1
Name: AVENTURA       Value: 1
Name: MATOSSIAN       Value: 1
Name: USC       Value: 1
Name: ABILITIES       Value: 1
Name: FAIRLAWN       Value: 1
Name: COLUMNS       Value: 1
Name: TROSPER       Value: 1
Name: HORUS       Value: 1
Name: NEST       Value: 1
Name: WEICKS       Value: 1
Name: MURALIDHASAN       Value: 1
Name: HCR       Value: 1
Name: JILL       Value: 1
Name: OGDEN       Value: 1
Name: BU       Value: 1
Name: SAVERS       Value: 1
Name: VACAVILLE       Value: 1
Name: MANSON       Value: 1
Name: DIIENNO       Value: 1
Name: ARASH       Value: 1
Name: SHEETS       Value: 1
Name: WORDS       Value: 1
Name: KAMLESH       Value: 1
Name: DIA       Value: 1
Name: INTEREST       Value: 1
Name: EMPICARE       Value: 1
Name: MEDFIT       Value: 1
Name: BARTOL       Value: 1
Name: VIRAL       Value: 1
Name: ELWYN       Value: 1
Name: DPMS       Value: 1
Name: ADRC       Value: 1
Name: PEDORTHICS       Value: 1
Name: DULANEY       Value: 1
Name: LORENZO       Value: 1
Name: HARTFORDPC       Value: 1
Name: STM       Value: 1
Name: ASOC       Value: 1
Name: OLTMANNS       Value: 1
Name: COMMUITY       Value: 1
Name: LAURITSEN       Value: 1
Name: VANDALIA       Value: 1
Name: KUDISCH       Value: 1
Name: KARLENE       Value: 1
Name: ATTERDAG       Value: 1
Name: FRITZ       Value: 1
Name: LOTUS       Value: 1
Name: 30       Value: 1
Name: DIPLOMAT       Value: 1
Name: HILLSDALE       Value: 1
Name: TELLURIDE       Value: 1
Name: CANANDAIGUA       Value: 1
Name: BALLENTINE       Value: 1
Name: ARAFAT       Value: 1
Name: CONNALLY       Value: 1
Name: INTERCOUNTY       Value: 1
Name: ECONOMED       Value: 1
Name: TRU       Value: 1
Name: TUALITY       Value: 1
Name: CLHG       Value: 1
Name: TIDEWATER       Value: 1
Name: OKEECHOBEE       Value: 1
Name: JERRYS       Value: 1
Name: CHRONIC       Value: 1
Name: ELDON       Value: 1
Name: LORME       Value: 1
Name: EMMA       Value: 1
Name: VIGNOLA       Value: 1
Name: RITTENHOUSE       Value: 1
Name: DENNEY       Value: 1
Name: HOLABIRD       Value: 1
Name: INCGREENFIELD       Value: 1
Name: EVEROSKI       Value: 1
Name: WACCAMAW       Value: 1
Name: TILLIS       Value: 1
Name: DIETRICH       Value: 1
Name: ANDRINOPOULOS       Value: 1
Name: TYSONS       Value: 1
Name: EVAN       Value: 1
Name: ACTC       Value: 1
Name: MILAN       Value: 1
Name: CHICKASHA       Value: 1
Name: CILSWKS       Value: 1
Name: GRIN       Value: 1
Name: SOUTHBURY       Value: 1
Name: WHARTON       Value: 1
Name: MAIL       Value: 1
Name: LIFEBRIDGE       Value: 1
Name: CONSULT       Value: 1
Name: HAYUTIN       Value: 1
Name: NURAY       Value: 1
Name: CROWDER       Value: 1
Name: CYTOLOGY       Value: 1
Name: GARLOCK       Value: 1
Name: ARBUTHNOT       Value: 1
Name: CELEBRATE       Value: 1
Name: SANDHILLS       Value: 1
Name: NACH       Value: 1
Name: TANEY       Value: 1
Name: PROSTHEITC       Value: 1
Name: KINEX       Value: 1
Name: KNIGHTON       Value: 1
Name: VALENA       Value: 1
Name: 25       Value: 1
Name: MELANIE       Value: 1
Name: KELLEE       Value: 1
Name: HISTOPATHOLOGY       Value: 1
Name: PORTERVILLE       Value: 1
Name: CHADBAND       Value: 1
Name: PARKHILL       Value: 1
Name: AIJIAN       Value: 1
Name: OVERBROOK       Value: 1
Name: WOMANCARE       Value: 1
Name: NORTHLLC       Value: 1
Name: COORDINATED       Value: 1
Name: OAKLEAF       Value: 1
Name: 4005       Value: 1
Name: DV       Value: 1
Name: KOECHNER       Value: 1
Name: RENALUS       Value: 1
Name: SAXONY       Value: 1
Name: BRIDGETON       Value: 1
Name: KOPELMAN       Value: 1
Name: WATHNE       Value: 1
Name: LEVITTOWN       Value: 1
Name: OXIMETRY       Value: 1
Name: DUNLAP       Value: 1
Name: FRUITION       Value: 1
Name: MECOSTA       Value: 1
Name: INTERNISTSPA       Value: 1
Name: CKC       Value: 1
Name: FINNEYS       Value: 1
Name: SHADELAND       Value: 1
Name: BRANDE       Value: 1
Name: HEADLEY       Value: 1
Name: TRUONG       Value: 1
Name: CLINICSAIR       Value: 1
Name: COTTAGES       Value: 1
Name: ELKHORN       Value: 1
Name: OSU       Value: 1
Name: CRESETTI       Value: 1
Name: SUNIL       Value: 1
Name: EASTHAMPTON       Value: 1
Name: MERKEL       Value: 1
Name: SANGOSSE       Value: 1
Name: YOUNGS       Value: 1
Name: SARMA       Value: 1
Name: JOANNA       Value: 1
Name: JOKEN       Value: 1
Name: KRIEGER       Value: 1
Name: OSTRANDER       Value: 1
Name: INVITRO       Value: 1
Name: WIGMORE       Value: 1
Name: MMDS       Value: 1
Name: CATON       Value: 1
Name: ASOCIATES       Value: 1
Name: ANITA       Value: 1
Name: RAVELING       Value: 1
Name: TRA       Value: 1
Name: ROMMER       Value: 1
Name: LAC       Value: 1
Name: POGUE       Value: 1
Name: ZIDE       Value: 1
Name: CRADLE       Value: 1
Name: AMACHER       Value: 1
Name: NOLEWAJKA       Value: 1
Name: JULIET       Value: 1
Name: HAMMOUD       Value: 1
Name: LEVELS       Value: 1
Name: BURGETTSTOWN       Value: 1
Name: PRESTERA       Value: 1
Name: VANGUARD       Value: 1
Name: IND       Value: 1
Name: BRIDGTON       Value: 1
Name: CORNING       Value: 1
Name: AIJ       Value: 1
Name: CNC       Value: 1
Name: OWNING       Value: 1
Name: SAGREARMD       Value: 1
Name: RAPOPORT       Value: 1
Name: BASSIN       Value: 1
Name: SPRINGVALE       Value: 1
Name: NORA       Value: 1
Name: SEASIDE       Value: 1
Name: SANTAN       Value: 1
Name: RMJM       Value: 1
Name: WALLS       Value: 1
Name: LOCUST       Value: 1
Name: FAILING       Value: 1
Name: HERESCO       Value: 1
Name: POMS       Value: 1
Name: PLATEAU       Value: 1
Name: MCPR       Value: 1
Name: GONTAREK       Value: 1
Name: HOPES       Value: 1
Name: ZUNIGA       Value: 1
Name: TRAN       Value: 1
Name: PSI       Value: 1
Name: ELDORADO       Value: 1
Name: CONCERNED       Value: 1
Name: OKALOOSA       Value: 1
Name: INSPIRA       Value: 1
Name: FISS       Value: 1
Name: BRODY       Value: 1
Name: DCX       Value: 1
Name: LLENA       Value: 1
Name: GOODRIDGE       Value: 1
Name: SCHALLMO       Value: 1
Name: SOBRIETY       Value: 1
Name: CLASS       Value: 1
Name: BLUESTONE       Value: 1
Name: HL       Value: 1
Name: REVIVE       Value: 1
Name: STREETS       Value: 1
Name: BEHRENS       Value: 1
Name: NEURODIAGNOSTIC       Value: 1
Name: HPH       Value: 1
Name: META       Value: 1
Name: KAINER       Value: 1
Name: COMMERCE       Value: 1
Name: JEFFERSONVILLE       Value: 1
Name: NUCROWN       Value: 1
Name: DONELAN       Value: 1
Name: RESCARE       Value: 1
Name: ARGENAL       Value: 1
Name: ISANTI       Value: 1
Name: RIVES       Value: 1
Name: AER       Value: 1
Name: MEDWISE       Value: 1
Name: DAYSURGERY       Value: 1
Name: RAKSANAVES       Value: 1
Name: ARTESIAN       Value: 1
Name: PULMONORY       Value: 1
Name: DAUGHERTY       Value: 1
Name: TOWNLINE       Value: 1
Name: ACCENT       Value: 1
Name: FLOOR       Value: 1
Name: INOLA       Value: 1
Name: NEUROCARE       Value: 1
Name: QS       Value: 1
Name: HARTSELL       Value: 1
Name: AIRLIFE       Value: 1
Name: GALILEO       Value: 1
Name: SPRINGDALE       Value: 1
Name: BAYSPORT       Value: 1
Name: PTPC       Value: 1
Name: RAYTHATHA       Value: 1
Name: SERVICESPA       Value: 1
Name: COLLABORATIVE       Value: 1
Name: GREENLAWN       Value: 1
Name: AGC       Value: 1
Name: BOCK       Value: 1
Name: LJ       Value: 1
Name: BRYLIN       Value: 1
Name: HEALTHWAYS       Value: 1
Name: SIM       Value: 1
Name: FAMILYLTD       Value: 1
Name: LEONARD       Value: 1
Name: HADDAM       Value: 1
Name: LILIANE       Value: 1
Name: CLOVE       Value: 1
Name: QUAKERBRIDGE       Value: 1
Name: GILMORE       Value: 1
Name: VALLBONA       Value: 1
Name: BRADS       Value: 1
Name: JML       Value: 1
Name: SAVANT       Value: 1
Name: GORGE       Value: 1
Name: DEVELOPEMENT       Value: 1
Name: VICKERS       Value: 1
Name: ROMEO       Value: 1
Name: ALLSTATE       Value: 1
Name: CORDANT       Value: 1
Name: MARCHMAN       Value: 1
Name: RYNERSON       Value: 1
Name: HAMILOS       Value: 1
Name: MEDWEST       Value: 1
Name: LANSKY       Value: 1
Name: TENDA       Value: 1
Name: SRINIVAS       Value: 1
Name: QUEBRADA       Value: 1
Name: PARRY       Value: 1
Name: LOSS       Value: 1
Name: GREENBROOK       Value: 1
Name: ELJEN       Value: 1
Name: PIONEERS       Value: 1
Name: ROW       Value: 1
Name: PLUMMER       Value: 1
Name: PEND       Value: 1
Name: RWR       Value: 1
Name: BROGUE       Value: 1
Name: PUERTORRIQUENA       Value: 1
Name: EMERARDO       Value: 1
Name: MSLOU       Value: 1
Name: TUTERA       Value: 1
Name: PROFESSIONS       Value: 1
Name: GCS       Value: 1
Name: DEFRIES       Value: 1
Name: QZO       Value: 1
Name: LEWISTOWN       Value: 1
Name: PEARLAND       Value: 1
Name: GREENLEAF       Value: 1
Name: VERONA       Value: 1
Name: YAVITZ       Value: 1
Name: CARTWRIGHT       Value: 1
Name: KENDAL       Value: 1
Name: TIMBERRIDGE       Value: 1
Name: LCC       Value: 1
Name: EMR       Value: 1
Name: PRAMELA       Value: 1
Name: RMP       Value: 1
Name: LABORTORIES       Value: 1
Name: SHREWSBURY       Value: 1
Name: AMT       Value: 1
Name: POSADA       Value: 1
Name: ROCKBRIDGE       Value: 1
Name: PHYSIOLOGY       Value: 1
Name: BARNETT       Value: 1
Name: ECHO       Value: 1
Name: NEUROMEDICINE       Value: 1
Name: PEDS       Value: 1
Name: BACO       Value: 1
Name: WIENNER       Value: 1
Name: MYT       Value: 1
Name: SPEARLY       Value: 1
Name: RETREAT       Value: 1
Name: TYPE       Value: 1
Name: FRESENIUS       Value: 1
Name: VEST       Value: 1
Name: NOVATO       Value: 1
Name: CEDARWOOD       Value: 1
Name: OAKCREEK       Value: 1
Name: DRUGSINC       Value: 1
Name: LOVO       Value: 1
